Source File Description,Business Name,Record Number,table_name,file_title,Source Field PIC,Source Field Length,SourceField Pos,Source Field Start Pos,Source Field End Pos,On-Line Source Screen,Online Source Field,Format,Version,Change Notes,Source File_Update Date,Notes,Data Dictionary_Update Date,Clearing
Rep Code Profile Manager (RPM) Transmission,ENTITY ADDRESS LINE 2,Record Y1,,,PIC X(32),50,440-489,440,489,Contact Details,Address,AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,ENTITY CITY,Record Y1,,,PIC X(180),30,490-519,490,519,Contact Details,Address,AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,ENTITY STATE,Record Y1,,,PIC X(50),2,520-521,520,521,Contact Details,Address,AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,ENTITY POSTAL CODE,Record Y1,,,PIC X(50),10,522-531,522,531,Contact Details,Address,AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,ALIAS,Record Y1,,,PIC X(30),20,532-551,532,551,Code Details,Alias,AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,REP CODE STATUS CODE,Record Y1,,,PIC X(02),4,552-555,552,555,Search Results,Status,AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,REP CODE STATUS UPDATE DATE,Record Y1,,,PIC X(10),8,556-563,556,563,Code Details,Status Date,YYYYMMDD,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,REP CODE TYPE,Record Y1,,,PIC X(20),3,564-566,564,566,Search Results,Code Type,AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,CREATED ON DATE,Record Y1,,,PIC X(04),8,567-574,567,574,Code Details,Created On,YYYYMMDD,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,UPDATE TIMESTAMP,Record Y1,,,PIC X(08),8,575-582,575,582,Code Details,Last Modified On,YYYYMMDD,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,FILLER,Record Y1,,,PIC X(03),418,583-1000,583,1000,,,AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,RECORD TYPE,Record Y2,,,PIC X(01),1,1-Jan,1,1,,,AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,SUPER BRANCH,Record Y2,,,PIC X(08),3,4-Feb,2,4,,,AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,ENTITY REP CODE,Record Y2,,,PIC X(08),9,13-May,5,13,Code Details,Code,AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,RECORD NUMBER,Record Y2,,,PIC X(418),2,14-15,14,15,,,AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 1,Record Y2,,,PIC X(03),3,16-18,16,18,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 2,Record Y2,,,PIC X(03),3,19-21,19,21,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 3,Record Y2,,,PIC X(03),3,22-24,22,24,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 4,Record Y2,,,PIC X(03),3,25-27,25,27,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 5,Record Y2,,,PIC X(03),3,28-30,28,30,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 6,Record Y2,,,PIC X(03),3,31-33,31,33,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 7,Record Y2,,,PIC X(03),3,34-36,34,36,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 8,Record Y2,,,PIC X(03),3,37-39,37,39,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 9,Record Y2,,,PIC X(03),3,40-42,40,42,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 10,Record Y2,,,PIC X(03),3,43-45,43,45,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 11,Record Y2,,,PIC X(03),3,46-48,46,48,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 12,Record Y2,,,PIC X(03),3,49-51,49,51,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 13,Record Y2,,,PIC X(03),3,52-54,52,54,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 14,Record Y2,,,PIC X(03),3,55-57,55,57,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 15,Record Y2,,,PIC X(03),3,58-60,58,60,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 16,Record Y2,,,PIC X(03),3,61-63,61,63,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 17,Record Y2,,,PIC X(03),3,64-66,64,66,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 18,Record Y2,,,PIC X(03),3,67-69,67,69,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 19,Record Y2,,,PIC X(03),3,70-72,70,72,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 20,Record Y2,,,PIC X(03),3,73-75,73,75,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 21,Record Y2,,,PIC X(03),3,76-78,76,78,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 22,Record Y2,,,PIC X(03),3,79-81,79,81,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 23,Record Y2,,,PIC X(03),3,82-84,82,84,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 24,Record Y2,,,PIC X(03),3,85-87,85,87,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 25,Record Y2,,,PIC X(03),3,88-90,88,90,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 26,Record Y2,,,PIC X(03),3,91-93,91,93,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 27,Record Y2,,,PIC X(03),3,94-96,94,96,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 28,Record Y2,,,PIC X(03),3,97-99,97,99,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 29,Record Y2,,,PIC X(03),3,100-102,100,102,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 30,Record Y2,,,PIC X(03),3,103-105,103,105,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 31,Record Y2,,,PIC X(03),3,106-108,106,108,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 32,Record Y2,,,PIC X(03),3,109-111,109,111,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 33,Record Y2,,,PIC X(03),3,112-114,112,114,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 34,Record Y2,,,PIC X(03),3,115-117,115,117,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 35,Record Y2,,,PIC X(03),3,118-120,118,120,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 36,Record Y2,,,PIC X(03),3,121-123,121,123,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 37,Record Y2,,,PIC X(03),3,124-126,124,126,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 38,Record Y2,,,PIC X(03),3,127-129,127,129,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 39,Record Y2,,,PIC X(03),3,130-132,130,132,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 40,Record Y2,,,PIC X(03),3,133-135,133,135,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 41,Record Y2,,,PIC X(03),3,136-138,136,138,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 42,Record Y2,,,PIC X(03),3,139-141,139,141,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 43,Record Y2,,,PIC X(03),3,142-144,142,144,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 44,Record Y2,,,PIC X(03),3,145-147,145,147,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 45,Record Y2,,,PIC X(03),3,148-150,148,150,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 46,Record Y2,,,PIC X(03),3,151-153,151,153,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 47,Record Y2,,,PIC X(03),3,154-156,154,156,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 48,Record Y2,,,PIC X(03),3,157-159,157,159,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 49,Record Y2,,,PIC X(03),3,160-162,160,162,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 50,Record Y2,,,PIC X(03),3,163-165,163,165,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 51,Record Y2,,,PIC X(03),3,166-168,166,168,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 52,Record Y2,,,PIC X(03),3,169-171,169,171,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 53,Record Y2,,,PIC X(03),3,172-174,172,174,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 54,Record Y2,,,PIC X(03),3,175-177,175,177,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 55,Record Y2,,,PIC X(03),3,178-180,178,180,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 56,Record Y2,,,PIC X(03),3,181-183,181,183,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 57,Record Y2,,,PIC X(03),3,184-186,184,186,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 58,Record Y2,,,PIC X(03),3,187-189,187,189,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 59,Record Y2,,,PIC X(03),3,190-192,190,192,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 60,Record Y2,,,PIC X(03),3,193-195,193,195,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 61,Record Y2,,,PIC X(03),3,196-198,196,198,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 62,Record Y2,,,PIC X(03),3,199-201,199,201,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 63,Record Y2,,,PIC X(03),3,202-204,202,204,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 64,Record Y2,,,PIC X(03),3,205-207,205,207,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 65,Record Y2,,,PIC X(03),3,208-210,208,210,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 66,Record Y2,,,PIC X(03),3,211-213,211,213,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 67,Record Y2,,,PIC X(03),3,214-216,214,216,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 68,Record Y2,,,PIC X(03),3,217-219,217,219,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 69,Record Y2,,,PIC X(03),3,220-222,220,222,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 70,Record Y2,,,PIC X(03),3,223-225,223,225,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 71,Record Y2,,,PIC X(03),3,226-228,226,228,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 72,Record Y2,,,PIC X(03),3,229-231,229,231,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 73,Record Y2,,,PIC X(03),3,232-234,232,234,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 74,Record Y2,,,PIC X(03),3,235-237,235,237,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 75,Record Y2,,,PIC X(03),3,238-240,238,240,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 76,Record Y2,,,PIC X(03),3,241-243,241,243,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 77,Record Y2,,,PIC X(03),3,244-246,244,246,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 78,Record Y2,,,PIC X(03),3,247-249,247,249,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 79,Record Y2,,,PIC X(03),3,250-252,250,252,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 80,Record Y2,,,PIC X(03),3,253-255,253,255,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 81,Record Y2,,,PIC X(03),3,256-258,256,258,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 82,Record Y2,,,PIC X(03),3,259-261,259,261,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 83,Record Y2,,,PIC X(03),3,262-264,262,264,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 84,Record Y2,,,PIC X(03),3,265-267,265,267,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 85,Record Y2,,,PIC X(03),3,268-270,268,270,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 86,Record Y2,,,PIC X(03),3,271-273,271,273,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 87,Record Y2,,,PIC X(03),3,274-276,274,276,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 88,Record Y2,,,PIC X(03),3,277-279,277,279,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 89,Record Y2,,,PIC X(03),3,280-282,280,282,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 90,Record Y2,,,PIC X(03),3,283-285,283,285,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 91,Record Y2,,,PIC X(03),3,286-288,286,288,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 92,Record Y2,,,PIC X(03),3,289-291,289,291,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 93,Record Y2,,,PIC X(03),3,292-294,292,294,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 94,Record Y2,,,PIC X(03),3,295-297,295,297,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 95,Record Y2,,,PIC X(03),3,298-300,298,300,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 96,Record Y2,,,PIC X(03),3,301-303,301,303,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 97,Record Y2,,,PIC X(03),3,304-306,304,306,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 98,Record Y2,,,PIC X(03),3,307-309,307,309,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
Rep Code Profile Manager (RPM) Transmission,BRANCH 99,Record Y2,,,PIC X(03),3,310-312,310,312,Assigned Branch Prefixes,[Drop-down table],AN,4.0.0,06/21/2021 - New file,6/21/2021,,6/25/2021,TRUE
